entry,exit,symbol,qty,pnl
2022-08-02,2022-09-01,LCALL,1,593.6
2022-08-03,2022-08-11,EQ:XOM,1,58.8
2022-08-03,2022-08-12,MES,1,104.2
2022-08-04,2022-08-10,EQ:CVX,1,102.8
2022-08-04,2022-08-15,EQ:MCD,1,150.8
2022-08-04,2022-08-15,EQ:UNH,1,233.2
2022-08-09,2022-08-12,EQ:AMZN,1,83.0
2022-08-09,2022-08-12,EQ:TSLA,1,884.5
2022-08-09,2022-08-16,EQ:HD,1,209.5
2022-08-11,2022-08-16,EQ:COST,1,337.0
2022-08-18,2022-09-09,EQ:CRM,1,-358.0
2022-08-25,2022-09-06,MCL,5,384.2
2022-08-31,2022-09-08,MES,1,83.0
2022-09-07,2022-09-12,EQ:COP,1,110.2
2022-09-07,2022-09-12,EQ:CVX,1,97.8
2022-09-08,2022-09-12,EQ:AAPL,1,92.2
2022-09-13,2022-09-30,EQ:COST,1,-500.5
2022-09-13,2022-09-30,EQ:DIS,1,-567.5
2022-09-13,2022-09-30,EQ:GS,1,-825.5
2022-09-15,2022-10-05,EQ:XOM,1,76.8
2022-09-16,2022-10-07,STRAD84,1,-85.2
2022-11-01,2022-11-08,EQ:LLY,1,218.2
2022-11-01,2022-11-10,EQ:DE,1,263.2
2022-11-03,2022-11-15,EQ:WMT,1,80.5
2022-11-07,2022-11-14,MNG,5,1396.7
2022-11-14,2022-12-05,STRAD90,1,-90.0
2022-11-14,2022-12-05,STRAD103,1,-204.0
2022-11-14,2022-12-14,LCALL,1,-202.2
2022-11-14,2022-12-05,STRAD91,1,-1017.0
2022-11-14,2022-12-05,STRAD101,1,-217.0
2022-11-14,2022-12-05,STRAD105,1,-418.0
2022-11-18,2022-11-23,MES,1,44.2
2022-11-23,2022-11-28,MNG,5,1501.8
2022-11-29,2022-11-30,MES,1,44.2
2022-12-02,2022-12-23,STRAD71,1,-198.7
2022-12-05,2022-12-26,STRAD103,1,545.0
2022-12-05,2022-12-26,STRAD105,1,574.0
2022-12-05,2022-12-26,STRAD102,1,-332.0
2022-12-05,2022-12-26,STRAD90,1,-604.0
2022-12-05,2022-12-26,STRAD101,1,-77.0
2022-12-05,2022-12-26,STRAD91,1,1991.0
2022-12-06,2023-01-06,MES,1,124.8
2022-12-06,2022-12-13,EQ:NKE,1,87.0
2022-12-15,2022-12-21,EQ:NKE,1,83.5
2023-01-13,2023-02-12,LCALL,1,-233.9
2023-01-17,2023-02-07,STRAD91,1,1595.0
2023-01-17,2023-02-07,STRAD102,1,3846.0
2023-01-17,2023-02-07,STRAD90,1,756.0
2023-01-17,2023-02-07,STRAD103,1,812.0
2023-01-17,2023-02-07,STRAD101,1,730.0
2023-01-17,2023-02-07,STRAD105,1,1103.0
2023-01-18,2023-01-25,MES,1,92.3
2023-01-19,2023-01-20,EQ:NFLX,1,339.5
2023-02-07,2023-02-24,MES,1,-200.2
2023-02-09,2023-03-02,STRAD84,1,-95.2
2023-03-01,2023-03-03,MES,1,101.1
2023-03-02,2023-04-01,LCALL,1,528.8
2023-03-23,2023-04-13,STRAD96,1,-296.2
2023-04-03,2023-04-10,MCL,5,84.2
2023-04-06,2023-04-18,MES,1,102.3
2023-04-17,2023-04-24,MNG,5,34.2
2023-04-20,2023-05-11,STRAD96,1,-327.2
2023-04-20,2023-05-10,MES,1,99.8
2023-05-11,2023-06-01,STRAD96,1,-123.2
2023-05-17,2023-06-01,MES,1,89.2
2023-05-19,2023-05-23,MNG,5,144.2
2023-06-01,2023-06-09,MES,1,105.5
2023-06-09,2023-06-30,STRAD96,1,-109.2
2023-06-16,2023-06-28,MNG,5,181.8
2023-06-20,2023-07-03,EQ:PLTR,1,8.8
2023-06-21,2023-06-30,MES,1,69.8
2023-06-21,2023-07-05,MGC,2,35.7
2023-07-06,2023-07-13,MES,1,109.8
2023-07-12,2023-07-27,MCL,5,-205.8
2023-07-19,2023-08-18,LCALL,1,-181.1
2023-07-24,2023-08-10,MES,1,-101.4
2023-07-27,2023-07-31,EQ:PLTR,1,14.0
2023-08-10,2023-08-25,MES,1,13.6
2023-08-10,2023-08-28,MGC,2,39.7
2023-09-05,2023-10-05,LCALL,1,-147.2
2023-09-06,2023-10-10,MES,1,19.9
2023-09-14,2023-10-05,STRAD71,1,368.8
2023-10-26,2023-10-30,EQ:META,1,188.2
2023-10-26,2023-11-02,EQ:LLY,1,507.0
2023-10-26,2023-11-01,EQ:NVDA,1,500.8
2023-11-03,2023-11-24,STRAD84,1,-248.2
2023-11-06,2023-11-27,STRAD100,1,2154.0
2023-11-06,2023-11-27,STRAD105,1,525.0
2023-11-06,2023-11-27,STRAD91,1,-430.0
2023-11-06,2023-11-27,STRAD101,1,-59.0
2023-11-06,2023-11-27,STRAD103,1,40.0
2023-11-06,2023-11-27,STRAD90,1,1095.0
2023-11-06,2023-11-27,STRAD102,1,186.0
2023-11-08,2023-11-14,EQ:WMT,1,59.0
2023-11-13,2023-12-13,LCALL,1,422.4
2023-12-07,2023-12-13,MES,1,82.3
2023-12-21,2024-01-11,STRAD96,1,-290.2
2023-12-21,2024-01-08,MES,1,57.4
2024-01-03,2024-01-24,STRAD71,1,432.3
2024-01-05,2024-01-16,MNG,5,209.2
2024-01-09,2024-01-23,EQ:C,1,17.5
2024-01-16,2024-01-22,MES,1,91.1
2024-01-17,2024-01-29,EQ:LLY,1,280.8
2024-01-18,2024-01-30,MGC,2,84.7
2024-01-25,2024-02-01,MCL,5,136.8
2024-02-01,2024-02-07,MES,1,91.1
2024-02-07,2024-02-23,EQ:DE,1,59.0
2024-02-14,2024-02-20,MGC,2,69.7
2024-02-14,2024-02-23,MES,1,76.1
2024-02-28,2024-03-20,STRAD102,1,-508.0
2024-02-28,2024-03-20,STRAD105,1,69.0
2024-02-28,2024-03-20,STRAD101,1,-269.0
2024-02-28,2024-03-20,STRAD91,1,1343.0
2024-02-28,2024-03-20,STRAD90,1,1.0
2024-02-28,2024-03-20,STRAD103,1,30.0
2024-02-29,2024-03-20,MES,1,74.2
2024-03-05,2024-03-07,MNG,5,26.8
2024-03-14,2024-04-05,EQ:JNJ,1,-88.5
2024-03-18,2024-03-20,EQ:HD,1,77.0
2024-03-18,2024-03-20,EQ:GS,1,111.2
2024-03-26,2024-04-16,STRAD84,1,348.8
2024-03-26,2024-04-09,MES,1,21.1
2024-03-27,2024-04-12,EQ:NFLX,1,259.5
2024-04-02,2024-04-19,EQ:NVDA,1,-3495.5
2024-04-05,2024-04-26,EQ:COIN,1,304.5
2024-04-11,2024-05-03,EQ:DIS,1,-40.5
2024-04-11,2024-05-06,MES,1,91.7
2024-04-11,2024-04-15,EQ:WFC,1,44.0
2024-04-11,2024-05-03,EQ:CRM,1,-459.5
2024-04-11,2024-05-02,STRAD71,1,-404.9
2024-04-12,2024-04-22,EQ:C,1,25.0
2024-04-12,2024-05-03,EQ:META,1,-343.0
2024-04-16,2024-04-30,EQ:LLY,1,382.0
2024-04-23,2024-05-07,EQ:WMT,1,13.5
2024-04-24,2024-05-02,EQ:NFLX,1,225.8
2024-04-24,2024-05-07,EQ:DE,1,133.0
2024-04-25,2024-05-01,EQ:AMZN,1,123.5
2024-04-25,2024-05-02,EQ:WFC,1,28.0
2024-04-25,2024-04-29,EQ:CAT,1,148.0
2024-04-26,2024-05-09,EQ:XOM,1,41.8
2024-04-29,2024-05-03,EQ:COIN,1,312.0
2024-04-29,2024-05-07,EQ:BAC,1,8.0
2024-04-30,2024-05-02,EQ:MSFT,1,119.8
2024-05-01,2024-05-06,EQ:AVGO,1,557.0
2024-05-01,2024-05-09,MGC,2,92.7
2024-05-01,2024-05-22,STRAD96,1,-191.2
2024-05-06,2024-05-27,STRAD101,1,-146.0
2024-05-06,2024-05-27,STRAD105,1,164.0
2024-05-06,2024-05-27,STRAD103,1,-353.0
2024-05-06,2024-05-27,STRAD90,1,-99.0
2024-05-06,2024-05-27,STRAD91,1,-437.0
2024-05-14,2024-05-16,EQ:WMT,1,15.8
2024-05-21,2024-06-07,EQ:CRM,1,-1113.0
2024-05-24,2024-06-06,MES,1,62.4
2024-06-12,2024-07-03,STRAD96,1,-8.2
2024-06-13,2024-07-04,STRAD84,1,-168.2
2024-06-25,2024-07-03,MES,1,77.3
2024-06-25,2024-06-28,EQ:BAC,1,5.2
2024-06-25,2024-07-05,EQ:WMT,1,5.2
2024-07-11,2024-08-02,EQ:AMZN,1,-769.0
2024-07-16,2024-08-02,EQ:AMD,1,-1699.5
2024-07-18,2024-08-09,MES,1,-357.6
2024-07-31,2024-08-15,EQ:MSFT,1,148.5
2024-08-01,2024-08-19,EQ:TSLA,1,174.5
2024-08-01,2024-08-14,EQ:HD,1,218.2
2024-08-01,2024-08-09,EQ:CAT,1,203.7
2024-08-02,2024-08-23,EQ:PFE,1,-3.5
2024-08-15,2024-09-14,LCALL,1,173.6
2024-08-16,2024-08-26,MNG,5,126.8
2024-08-22,2024-09-12,STRAD96,1,7.8
2024-08-29,2024-09-09,MES,1,-108.9
2024-09-10,2024-09-19,EQ:AAPL,1,106.5
2024-09-11,2024-09-27,EQ:UNH,1,164.5
2024-09-13,2024-09-19,EQ:JPM,1,109.8
2024-09-13,2024-09-19,EQ:BAC,1,19.5
2024-09-17,2024-09-20,EQ:WMT,1,13.8
2024-09-17,2024-09-24,EQ:NVDA,1,76.2
2024-09-17,2024-09-23,EQ:COST,1,407.0
2024-09-18,2024-09-20,EQ:AVGO,1,80.0
2024-09-18,2024-09-26,EQ:MCD,1,43.0
2024-09-24,2024-10-11,EQ:BAC,1,9.5
2024-09-24,2024-10-11,EQ:MSFT,1,-185.5
2024-09-25,2024-10-11,EQ:JNJ,1,47.5
2024-09-25,2024-10-10,EQ:AAPL,1,94.8
2024-09-25,2024-10-09,EQ:C,1,14.2
2024-09-27,2024-10-18,STRAD96,1,378.8
2024-10-01,2024-10-08,EQ:COST,1,362.0
2024-10-02,2024-10-17,MES,1,203.0
2024-10-04,2024-10-15,MCL,5,429.2
2024-10-10,2024-10-31,EQ:META,1,408.2
2024-10-10,2024-10-24,EQ:TSLA,1,257.0
2024-10-10,2024-11-01,EQ:AMD,1,-213.0
2024-10-14,2024-10-18,EQ:NFLX,1,453.3
2024-10-15,2024-11-01,EQ:CVX,1,70.0
2024-10-15,2024-10-16,EQ:UNH,1,209.5
2024-10-15,2024-10-21,EQ:NVDA,1,122.8
2024-10-16,2024-11-01,EQ:COST,1,117.0
2024-10-17,2024-11-06,EQ:XOM,1,54.5
2024-10-18,2024-11-08,EQ:HD,1,59.5
2024-10-21,2024-11-08,EQ:PFE,1,-27.0
2024-10-21,2024-11-06,EQ:WMT,1,29.5
2024-10-21,2024-11-08,EQ:JNJ,1,-129.0
2024-10-22,2024-11-01,EQ:CRM,1,135.2
2024-10-22,2024-11-06,EQ:CAT,1,197.0
2024-10-23,2024-11-07,EQ:DIS,1,42.5
2024-10-23,2024-11-06,MES,1,146.1
2024-10-23,2024-11-06,EQ:GS,1,215.8
2024-10-30,2024-11-07,EQ:MCD,1,92.0
2024-10-30,2024-11-11,EQ:LLY,1,362.0
2024-10-30,2024-11-06,EQ:TSLA,1,177.0
2024-11-01,2024-11-22,STRAD71,1,147.6
2024-11-04,2024-11-07,EQ:AAPL,1,80.2
2024-11-07,2024-12-05,MGC,2,3.7
2024-11-08,2024-11-18,EQ:DE,1,219.5
2024-11-12,2024-11-29,EQ:AVGO,1,-188.5
2024-11-15,2024-11-22,MES,1,78.0
2024-12-10,2025-01-10,MES,1,-453.9
2024-12-19,2024-12-26,MGC,2,90.7
2024-12-27,2025-01-17,EQ:AMZN,1,171.0
2024-12-27,2025-01-17,EQ:PLTR,1,-57.0
2024-12-30,2025-01-15,EQ:TSLA,1,447.0
2024-12-30,2025-01-06,EQ:WFC,1,50.0
2024-12-31,2025-01-10,EQ:WMT,1,16.8
2025-01-07,2025-01-24,EQ:MCD,1,41.0
2025-01-10,2025-01-21,EQ:NFLX,1,565.8
2025-01-16,2025-01-23,EQ:DIS,1,45.5
2025-01-27,2025-01-30,EQ:COIN,1,323.2
2025-01-28,2025-02-07,MES,1,22.4
2025-01-29,2025-01-31,EQ:TSLA,1,333.2
2025-02-03,2025-02-21,EQ:TSLA,1,-433.0
2025-02-10,2025-02-19,EQ:DIS,1,18.2
2025-02-10,2025-02-28,EQ:BAC,1,-2.0
2025-02-11,2025-02-28,EQ:CRM,1,-85.5
2025-02-25,2025-03-10,MES,1,-732.6
2025-02-28,2025-03-21,STRAD96,1,-214.2
2025-03-25,2025-04-11,EQ:JNJ,1,-311.5
2025-03-27,2025-04-04,MCL,5,194.2
2025-04-03,2025-04-24,STRAD96,1,353.8
2025-05-08,2025-05-15,EQ:WMT,1,70.3
2025-05-13,2025-06-12,LCALL,1,-91.4
2025-05-15,2025-05-21,MGC,2,120.7
2025-05-21,2025-05-27,EQ:TSLA,1,318.3
2025-05-22,2025-06-02,MES,1,136.7
2025-06-02,2025-06-24,MES,1,159.8
2025-06-02,2025-06-20,EQ:TSLA,1,77.0
2025-06-02,2025-06-09,EQ:GS,1,310.8
2025-06-05,2025-06-16,EQ:JPM,1,179.5
2025-06-12,2025-06-18,EQ:COIN,1,155.3
2025-06-12,2025-06-24,EQ:META,1,335.8
2025-06-12,2025-06-26,EQ:BA,1,174.5
2025-06-12,2025-06-24,MCL,5,271.8
2025-06-17,2025-06-30,EQ:PFE,1,4.8
2025-06-23,2025-07-02,EQ:DE,1,212.0
2025-06-23,2025-07-08,EQ:XOM,1,31.8
2025-06-24,2025-07-15,STRAD84,1,-652.2
2025-07-11,2025-07-31,EQ:META,1,414.5
2025-07-22,2025-07-25,EQ:AMD,1,115.8
2025-08-18,2025-08-19,EQ:HD,1,160.5
2025-09-16,2025-09-26,EQ:UNH,1,168.2
2025-10-10,2025-10-30,EQ:LLY,1,558.2
2025-10-10,2025-10-21,EQ:UNH,1,219.5
2025-10-21,2025-10-27,EQ:AVGO,1,225.8
2025-10-21,2025-10-24,EQ:GOOGL,1,126.8
2025-10-21,2025-10-30,EQ:JPM,1,112.2
2025-10-22,2025-10-28,EQ:NVDA,1,114.5
2025-10-22,2025-11-07,EQ:NFLX,1,407.0
2025-10-22,2025-10-24,EQ:COIN,1,332.0
2025-10-29,2025-11-14,EQ:UNH,1,-620.5
2025-10-31,2025-11-21,EQ:MSFT,1,-1103.0
2025-11-04,2025-11-21,EQ:NVDA,1,-257.0
2025-11-25,2025-12-02,EQ:NVDA,1,123.2
2026-01-15,2026-01-22,EQ:LLY,1,665.8
2026-01-27,2026-02-04,EQ:LLY,1,588.2
2026-02-10,2026-02-27,EQ:GOOGL,1,47.5
2026-02-10,2026-02-27,EQ:AAPL,1,-136.5
2026-02-11,2026-02-23,EQ:LLY,1,522.0
2026-02-12,2026-02-20,EQ:JPM,1,170.0
2026-02-12,2026-02-25,EQ:META,1,447.0
2026-02-12,2026-03-06,EQ:AMD,1,-25.5
2026-02-23,2026-03-12,EQ:HD,1,-858.0
2026-02-26,2026-03-17,EQ:NVDA,1,139.0
2026-03-02,2026-03-17,EQ:GOOGL,1,172.0
2026-03-02,2026-03-20,EQ:LLY,1,-2153.0
2026-03-19,2026-03-31,EQ:COST,1,397.0
2026-03-20,2026-04-08,EQ:GOOGL,1,227.0
2026-04-20,2026-04-24,EQ:AMZN,1,138.8
2026-04-27,2026-05-12,EQ:COST,1,382.0
2026-04-28,2026-05-01,EQ:AVGO,1,359.5
2026-05-04,2026-05-22,EQ:JPM,1,134.5
2026-05-05,2026-05-12,EQ:UNH,1,162.2
2026-05-05,2026-05-07,EQ:NVDA,1,154.5
2026-05-18,2026-06-04,EQ:UNH,1,152.0
2026-05-18,2026-05-22,EQ:LLY,1,485.7
2026-05-19,2026-05-28,EQ:AVGO,1,333.2
2026-05-22,2026-06-11,EQ:COST,1,-233.0
2026-06-12,2026-06-26,EQ:LLY,1,560.8
2026-06-17,2026-07-02,EQ:AMZN,1,97.8
2026-06-26,2026-07-07,EQ:JPM,1,156.8
